scenario,K_relative_young_older,occupation_code,occupation_name,fixed_beta_quintile,rebuilt_beta_quintile,rebuilt_webb_z,preperiod_construction_weight
symmetric_odds_tilt,0.5,0136,Human resources managers,4,4,-0.9206842359039473,20713188.489399996
symmetric_odds_tilt,0.5,0137,Training and development managers,4,4,-0.9206842359039473,3771568.2235000003
symmetric_odds_tilt,0.5,0140,Industrial production managers,3,3,0.18371475297871134,18541085.207999997
symmetric_odds_tilt,0.5,0150,Purchasing managers,5,5,0.7168728855427534,15108584.097500002
symmetric_odds_tilt,0.5,0160,"Transportation, storage, and distribution managers",4,4,1.0215346755793488,20715317.9633
symmetric_odds_tilt,0.5,0205,"Farmers, ranchers, and other agricultural managers",3,3,1.8593545981799866,47660313.2094
symmetric_odds_tilt,0.5,0220,Construction managers,3,3,0.18371475297871134,67474558.32900001
symmetric_odds_tilt,0.5,0300,Architectural and engineering managers,3,3,0.18371475297871134,11341832.105700001
symmetric_odds_tilt,0.5,0310,Food service managers,3,3,0.18371475297871134,75759344.34789996
symmetric_odds_tilt,0.5,0335,Entertainment and recreation managers,3,3,0.18371475297871134,3767959.8772909185
symmetric_odds_tilt,0.5,0340,Lodging managers,3,3,0.18371475297871134,8771112.499499999
symmetric_odds_tilt,0.5,0350,Medical and health services managers,3,3,0.9834519518247745,48055953.2341
symmetric_odds_tilt,0.5,0360,Natural sciences managers,4,4,0.18371475297871134,1186469.1394000002
symmetric_odds_tilt,0.5,0410,"Property, real estate, and community association managers",3,3,-1.2253460259405429,47033684.52349999
symmetric_odds_tilt,0.5,0420,Social and community service managers,3,3,0.18371475297871134,27734374.3837
symmetric_odds_tilt,0.5,0425,Emergency management directors,3,3,-0.806436064640224,838510.1668999998
symmetric_odds_tilt,0.5,0426,"Personal service managers, all other",3,3,0.18371475297871134,839993.7925449517
symmetric_odds_tilt,0.5,0440,"Managers, all other",4,4,0.18371475297871134,308201452.081833
symmetric_odds_tilt,0.5,0500,"Agents and business managers of artists, performers, and athletes",5,5,-1.3776769209588406,2873570.750999999
symmetric_odds_tilt,0.5,0510,"Buyers and purchasing agents, farm products",4,4,0.5264592667698813,669009.1457
symmetric_odds_tilt,0.5,0520,"Wholesale and retail buyers, except farm products",4,4,0.10754930546956246,12055223.4938
symmetric_odds_tilt,0.5,0530,"Purchasing agents, except wholesale, retail, and farm products",4,4,0.7168728855427534,16746217.3941
symmetric_odds_tilt,0.5,0540,"Claims adjusters, appraisers, examiners, and investigators",4,4,-0.04478158954873528,23421220.846999995
symmetric_odds_tilt,0.5,0565,Compliance officers,4,4,-1.073015130922245,19337445.7803
symmetric_odds_tilt,0.5,0600,Cost estimators,4,4,0.18371475297871134,8025699.836800002
symmetric_odds_tilt,0.5,0630,Human resources workers,5,5,-1.3395941972042662,54388875.607999995
symmetric_odds_tilt,0.5,0640,"Compensation, benefits, and job analysis specialists",4,4,-1.3395941972042662,4065106.404
symmetric_odds_tilt,0.5,0650,Training and development specialists,5,5,-1.3395941972042662,8997373.231399998
symmetric_odds_tilt,0.5,0700,Logisticians,4,4,0.18371475297871134,9499624.4736
symmetric_odds_tilt,0.5,0710,Management analysts,3,3,-0.4636915508490541,62526635.70239999
symmetric_odds_tilt,0.5,0725,"Meeting, convention, and event planners",4,4,0.18371475297871134,8750741.666000001
symmetric_odds_tilt,0.5,0726,Fundraisers,4,4,-1.3015114734496918,5830885.175099999
symmetric_odds_tilt,0.5,0735,Market research analysts and marketing specialists,4,4,0.1456320292241369,26078259.003399998
symmetric_odds_tilt,0.5,0750,"Business operations specialists, all other",5,5,-0.806436064640224,22277999.804913577
symmetric_odds_tilt,0.5,0800,Accountants and auditors,5,5,-1.2253460259405429,117623127.4551
symmetric_odds_tilt,0.5,0810,Property appraisers and assessors,4,4,0.5645419905244558,5377686.099799999
symmetric_odds_tilt,0.5,0820,Budget analysts,4,4,-0.31136065583075634,3762227.441099999
symmetric_odds_tilt,0.5,0830,Credit analysts,5,5,-0.31136065583075634,2311111.3317000004
symmetric_odds_tilt,0.5,0845,Financial and investment analysts,4,4,-0.31136065583075634,23076134.29472783
symmetric_odds_tilt,0.5,0850,Personal financial advisors,4,4,-0.31136065583075634,34998701.8659
symmetric_odds_tilt,0.5,0860,Insurance underwriters,5,5,-0.9206842359039473,7543566.440000001
symmetric_odds_tilt,0.5,0900,Financial examiners,4,4,-1.073015130922245,1247625.6549999998
symmetric_odds_tilt,0.5,0910,Credit counselors and loan officers,5,5,-0.31136065583075634,26388533.02459999
symmetric_odds_tilt,0.5,0930,"Tax examiners and collectors, and revenue agents",5,5,-1.2253460259405429,3937636.8605999993
symmetric_odds_tilt,0.5,0940,Tax preparers,5,5,-0.31136065583075634,5854200.784
symmetric_odds_tilt,0.5,0960,Other financial specialists,5,5,-0.31136065583075634,4538329.907972175
symmetric_odds_tilt,0.5,1005,Computer and information research scientists,5,5,0.9453692280702001,2153790.9307
symmetric_odds_tilt,0.5,1006,Computer systems analysts,5,5,0.9453692280702001,39010874.6948
symmetric_odds_tilt,0.5,1007,Information security analysts,5,5,0.9453692280702001,8915480.713999998
symmetric_odds_tilt,0.5,1010,Computer programmers,5,5,2.0116854931982844,30354235.5632
symmetric_odds_tilt,0.5,1021,Software developers,5,5,2.0116854931982844,119788417.1140114
symmetric_odds_tilt,0.5,1031,Web developers,5,5,0.9453692280702001,8075805.473318411
symmetric_odds_tilt,0.5,1032,Web and digital interface designers,5,5,0.9453692280702001,4444700.515894276
symmetric_odds_tilt,0.5,1050,Computer support specialists,5,5,0.9453692280702001,40904879.682000004
symmetric_odds_tilt,0.5,1065,Database administrators and architects,5,5,0.9453692280702001,8178613.733585688
symmetric_odds_tilt,0.5,1105,Network and computer systems administrators,5,5,0.9453692280702001,14656908.1931
symmetric_odds_tilt,0.5,1106,Computer network architects,5,5,0.9453692280702001,7387468.5612
symmetric_odds_tilt,0.5,1108,"Computer occupations, all other",5,5,0.9453692280702001,53353521.84293298
symmetric_odds_tilt,0.5,1200,Actuaries,4,4,-0.23519520832160748,2183996.9914
symmetric_odds_tilt,0.5,1220,Operations research analysts,5,5,0.18371475297871134,9876158.4867
symmetric_odds_tilt,0.5,1240,Other mathematical science occupations,5,5,0.6407074380336045,12946496.8083
symmetric_odds_tilt,0.5,1305,"Architects, except landscape and naval",4,4,0.8311210568064767,13074087.658248767
symmetric_odds_tilt,0.5,1306,Landscape architects,3,3,0.8311210568064767,1819878.204051234
symmetric_odds_tilt,0.5,1310,"Surveyors, cartographers, and photogrammetrists",4,4,1.3261964656159444,2917184.7049000002
symmetric_odds_tilt,0.5,1320,Aerospace engineers,5,5,-0.9587669596585218,9733194.9967
symmetric_odds_tilt,0.5,1340,Bioengineers and biomedical engineers,5,5,1.1357828468430722,1516756.3202
symmetric_odds_tilt,0.5,1350,Chemical engineers,4,4,2.0497682169528586,5097477.915799999
symmetric_odds_tilt,0.5,1360,Civil engineers,4,4,-0.006698865794160849,30344356.0223
symmetric_odds_tilt,0.5,1400,Computer hardware engineers,5,5,1.0977001230884977,5586984.377199999
symmetric_odds_tilt,0.5,1410,Electrical and electronics engineers,5,5,1.0977001230884977,19104339.561999995
symmetric_odds_tilt,0.5,1420,Environmental engineers,5,5,1.1357828468430722,2304709.2598
symmetric_odds_tilt,0.5,1430,"Industrial engineers, including health and safety",5,5,0.6407074380336045,15645305.323
symmetric_odds_tilt,0.5,1440,Marine engineers and naval architects,3,3,1.1357828468430722,899665.8326999999
symmetric_odds_tilt,0.5,1450,Materials engineers,4,4,1.0215346755793488,2986043.2022
symmetric_odds_tilt,0.5,1460,Mechanical engineers,4,4,0.9072865043156256,24131508.0269
symmetric_odds_tilt,0.5,1520,Petroleum engineers,4,4,0.9453692280702001,1752146.8274
symmetric_odds_tilt,0.5,1530,"Engineers, all other",4,4,1.1357828468430722,40824570.208299994
symmetric_odds_tilt,0.5,1541,Architectural and civil drafters,5,5,0.1456320292241369,2646397.42543176
symmetric_odds_tilt,0.5,1551,Electrical and electronic engineering technologists and technicians,3,3,1.7831891506708377,6769655.188774001
symmetric_odds_tilt,0.5,1560,Surveying and mapping technicians,4,4,1.3261964656159444,4087565.5759000005
symmetric_odds_tilt,0.5,1600,Agricultural and food scientists,3,3,-1.073015130922245,2100859.3985
symmetric_odds_tilt,0.5,1610,Biological scientists,4,4,0.6407074380336045,6741475.655800001
symmetric_odds_tilt,0.5,1640,Conservation scientists and foresters,3,3,0.7168728855427534,1574180.9240999997
symmetric_odds_tilt,0.5,1650,Medical scientists,4,4,0.5264592667698813,10451921.4206
symmetric_odds_tilt,0.5,1700,Astronomers and physicists,5,5,1.1357828468430722,1284183.3054000002
symmetric_odds_tilt,0.5,1710,Atmospheric and space scientists,5,5,-0.04478158954873528,719808.0544
symmetric_odds_tilt,0.5,1720,Chemists and materials scientists,3,3,0.06946658171498803,6466155.870999998
symmetric_odds_tilt,0.5,1745,"Environmental scientists and specialists, including health",4,4,0.5264592667698813,2947010.880713975
symmetric_odds_tilt,0.5,1750,"Geoscientists and hydrologists, except geographers",4,4,0.5264592667698813,3199639.530986025
symmetric_odds_tilt,0.5,1760,"Physical scientists, all other",3,3,1.2500310181067955,23430049.460699998
symmetric_odds_tilt,0.5,1800,Economists,5,5,0.1456320292241369,1941054.9132000003
symmetric_odds_tilt,0.5,1821,Clinical and counseling psychologists,3,3,-0.5779397221127774,1320997.4222832832
symmetric_odds_tilt,0.5,1822,School psychologists,3,3,-0.5779397221127774,3210772.024903729
symmetric_odds_tilt,0.5,1825,Other psychologists,3,3,-0.5779397221127774,8408915.007312989
symmetric_odds_tilt,0.5,1840,Urban and regional planners,4,4,-0.806436064640224,2210531.0324000004
symmetric_odds_tilt,0.5,1860,Miscellaneous social scientists and related workers,4,4,0.5264592667698813,3396531.6284000003
symmetric_odds_tilt,0.5,1900,Agricultural and food science technicians,3,3,1.7451064269162633,2152171.9949999996
symmetric_odds_tilt,0.5,1910,Biological technicians,3,3,1.7451064269162633,1379012.9249000004
symmetric_odds_tilt,0.5,1920,Chemical technicians,3,3,0.5264592667698813,3867596.4361999994
symmetric_odds_tilt,0.5,1970,"Other life, physical, and social science technicians",3,3,1.3261964656159444,13356198.81322487
symmetric_odds_tilt,0.5,1980,Occupational health and safety specialists and technicians,3,3,-0.23519520832160748,4714887.74099736
symmetric_odds_tilt,0.5,2001,Substance abuse and behavioral disorder counselors,2,2,-1.073015130922245,6535777.731638997
symmetric_odds_tilt,0.5,2002,"Educational, guidance, and career counselors and advisors",2,2,-1.073015130922245,25603798.957628906
symmetric_odds_tilt,0.5,2003,Marriage and family therapists,1,1,-1.073015130922245,2390040.966775291
symmetric_odds_tilt,0.5,2004,Mental health counselors,2,2,-1.073015130922245,9210311.155569227
symmetric_odds_tilt,0.5,2005,Rehabilitation counselors,3,3,-1.073015130922245,1993226.7801311982
symmetric_odds_tilt,0.5,2011,"Child, family, and school social workers",2,2,-0.9587669596585218,5852508.520330092
symmetric_odds_tilt,0.5,2012,Healthcare social workers,3,3,-0.9587669596585218,6853410.38386359
symmetric_odds_tilt,0.5,2013,Mental health and substance abuse social workers,2,2,-0.9587669596585218,1936532.7713321494
symmetric_odds_tilt,0.5,2015,Probation officers and correctional treatment specialists,3,3,-1.5300078159771384,6569659.8143
symmetric_odds_tilt,0.5,2016,Social and human service assistants,3,3,-1.5300078159771384,14308195.608399998
symmetric_odds_tilt,0.5,2040,Clergy,3,3,-1.5300078159771384,24394850.293100003
symmetric_odds_tilt,0.5,2050,"Directors, religious activities and education",3,3,-1.5300078159771384,4462387.4958999995
symmetric_odds_tilt,0.5,2100,Lawyers,3,3,-0.19711248456703304,76551127.5466
symmetric_odds_tilt,0.5,2105,Judicial law clerks,4,4,-0.19711248456703304,1124842.1156000001
symmetric_odds_tilt,0.5,2145,Paralegals and legal assistants,4,4,-1.1110978546768195,28551660.6803
symmetric_odds_tilt,0.5,2170,"Title examiners, abstractors, and searchers",5,5,-1.1110978546768195,6277735.889411048
symmetric_odds_tilt,0.5,2300,Preschool and kindergarten teachers,2,2,-0.5779397221127774,41946891.1448
symmetric_odds_tilt,0.5,2310,Elementary and middle school teachers,2,2,-0.8826015121493729,229080607.1445
symmetric_odds_tilt,0.5,2320,Secondary school teachers,3,3,-0.9968496834130962,68346593.0635
symmetric_odds_tilt,0.5,2330,Special education teachers,2,2,-0.806436064640224,24775378.2242
symmetric_odds_tilt,0.5,2350,Tutors,5,5,-0.31136065583075634,11387926.220623601
symmetric_odds_tilt,0.5,2400,"Archivists, curators, and museum technicians",3,3,-1.4538423684679895,3412582.4777999995
symmetric_odds_tilt,0.5,2440,Library technicians,5,5,-1.073015130922245,1866221.2697
symmetric_odds_tilt,0.5,2631,Commercial and industrial designers,4,4,0.5264592667698813,1118690.0979390284
symmetric_odds_tilt,0.5,2632,Fashion designers,3,3,0.5264592667698813,1917696.445555624
symmetric_odds_tilt,0.5,2633,Floral designers,2,2,0.5264592667698813,3842738.3431372964
symmetric_odds_tilt,0.5,2634,Graphic designers,4,4,0.5264592667698813,21328338.598442275
symmetric_odds_tilt,0.5,2635,Interior designers,4,4,0.5264592667698813,7634085.764678447
symmetric_odds_tilt,0.5,2636,Merchandise displayers and window trimmers,2,2,0.5264592667698813,1198701.6209119535
symmetric_odds_tilt,0.5,2700,Actors,2,2,-0.5017742746036286,2395688.5394
symmetric_odds_tilt,0.5,2710,Producers and directors,4,4,-0.5017742746036286,12356299.544000003
symmetric_odds_tilt,0.5,2721,Athletes and sports competitors,1,1,-0.6921878933765007,1739034.693469066
symmetric_odds_tilt,0.5,2722,Coaches and scouts,2,2,-0.6921878933765007,12964159.72080281
symmetric_odds_tilt,0.5,2723,"Umpires, referees, and other sports officials",2,2,-0.6921878933765007,1988959.3165281254
symmetric_odds_tilt,0.5,2740,Dancers and choreographers,1,1,-1.5300078159771384,939711.8794000001
symmetric_odds_tilt,0.5,2751,Music directors and composers,5,5,-1.2253460259405429,3066408.3790923622
symmetric_odds_tilt,0.5,2752,Musicians and singers,3,3,-1.2253460259405429,7694656.755407639
symmetric_odds_tilt,0.5,2755,"Disc jockeys, except radio",4,4,-1.682338710995436,639166.3605074001
symmetric_odds_tilt,0.5,2805,Broadcast announcers and radio disc jockeys,5,5,-1.073015130922245,2187614.7937043
symmetric_odds_tilt,0.5,2810,"News analysts, reporters, and journalists",5,5,-1.5300078159771384,5414237.630400001
symmetric_odds_tilt,0.5,2825,Public relations specialists,5,5,0.8692037805610512,8613603.451299999
symmetric_odds_tilt,0.5,2830,Editors,5,5,-1.5300078159771384,8438469.5085
symmetric_odds_tilt,0.5,2840,Technical writers,5,5,-0.2732779320761819,4381569.7555
symmetric_odds_tilt,0.5,2850,Writers and authors,5,5,-1.5300078159771384,14909117.706799999
symmetric_odds_tilt,0.5,2861,Interpreters and translators,5,5,-1.682338710995436,6141288.95255549
symmetric_odds_tilt,0.5,2862,Court reporters and simultaneous captioners,5,5,-1.1110978546768195,2384346.1965283207
symmetric_odds_tilt,0.5,2910,Photographers,3,3,1.4785273606342422,12799393.767499998
symmetric_odds_tilt,0.5,2920,"Television, video, and film camera operators and editors",4,4,-1.5300078159771384,5705772.363299998
symmetric_odds_tilt,0.5,3000,Chiropractors,3,3,-1.415759644713415,3716398.1512
symmetric_odds_tilt,0.5,3030,Dietitians and nutritionists,5,5,-0.806436064640224,7708501.7802
symmetric_odds_tilt,0.5,3040,Optometrists,2,2,0.7930383330519023,2859680.5847
symmetric_odds_tilt,0.5,3050,Pharmacists,3,3,-0.806436064640224,23331540.0797
symmetric_odds_tilt,0.5,3065,Emergency medicine physicians,3,3,-0.6921878933765007,550580.9990665197
symmetric_odds_tilt,0.5,3070,Radiologists,4,4,-0.6921878933765007,996542.9968734004
symmetric_odds_tilt,0.5,3110,Physician assistants,2,2,1.7831891506708377,9674224.659200002
symmetric_odds_tilt,0.5,3140,Audiologists,3,3,0.5264592667698813,995292.2562
symmetric_odds_tilt,0.5,3150,Occupational therapists,2,2,1.0215346755793488,8902169.3804
symmetric_odds_tilt,0.5,3160,Physical therapists,2,2,0.7168728855427534,19077114.384099998
symmetric_odds_tilt,0.5,3200,Radiation therapists,2,2,-0.7302706171310751,956357.9219000001
symmetric_odds_tilt,0.5,3210,Recreational therapists,2,2,-0.7302706171310751,908869.2102000001
symmetric_odds_tilt,0.5,3220,Respiratory therapists,2,2,0.6407074380336045,7544456.856499999
symmetric_odds_tilt,0.5,3230,Speech-language pathologists,3,3,0.5264592667698813,11653789.191300001
symmetric_odds_tilt,0.5,3245,"Therapists, all other",3,3,-0.7302706171310751,15847254.5669
symmetric_odds_tilt,0.5,3250,Veterinarians,2,2,0.9453692280702001,6012309.0998
symmetric_odds_tilt,0.5,3255,Registered nurses,3,3,-0.08286431330330972,220299451.6111
symmetric_odds_tilt,0.5,3258,Nurse practitioners,4,4,-0.08286431330330972,15611158.363600003
symmetric_odds_tilt,0.5,3261,Acupuncturists,2,2,-1.415759644713415,1385654.3866484498
symmetric_odds_tilt,0.5,3270,"Healthcare diagnosing or treating practitioners, all other",4,4,-1.415759644713415,916538.0415515505
symmetric_odds_tilt,0.5,3300,Clinical laboratory technologists and technicians,2,2,1.5927755318979655,22502497.545999993
symmetric_odds_tilt,0.5,3310,Dental hygienists,2,2,-0.5017742746036286,13185666.315299999
symmetric_odds_tilt,0.5,3321,Cardiovascular technologists and technicians,3,3,1.5927755318979655,2685605.1113900607
symmetric_odds_tilt,0.5,3322,Diagnostic medical sonographers,2,2,1.5927755318979655,5154920.453220426
symmetric_odds_tilt,0.5,3323,Radiologic technologists and technicians,3,3,1.5927755318979655,15655061.452418284
symmetric_odds_tilt,0.5,3324,Magnetic resonance imaging technologists,2,2,1.5927755318979655,2670273.3550643004
symmetric_odds_tilt,0.5,3330,Nuclear medicine technologists and medical dosimetrists,3,3,1.5927755318979655,1706949.022204458
symmetric_odds_tilt,0.5,3401,Emergency medical technicians,2,2,-0.23519520832160748,8530351.726551417
symmetric_odds_tilt,0.5,3402,Paramedics,1,1,-0.23519520832160748,6079838.282848583
symmetric_odds_tilt,0.5,3421,Pharmacy technicians,3,3,1.5927755318979655,24318179.64661881
symmetric_odds_tilt,0.5,3422,Psychiatric technicians,1,1,1.5927755318979655,3461235.533691557
symmetric_odds_tilt,0.5,3423,Surgical technologists,1,1,1.5927755318979655,6311364.407458049
symmetric_odds_tilt,0.5,3424,Veterinary technologists and technicians,2,2,1.5927755318979655,7892709.272703455
symmetric_odds_tilt,0.5,3430,Dietetic technicians and ophthalmic medical technicians,2,2,1.5927755318979655,2301020.8645571116
symmetric_odds_tilt,0.5,3500,Licensed practical and licensed vocational nurses,2,2,-0.04478158954873528,39947939.04129999
symmetric_odds_tilt,0.5,3515,Medical records specialists,5,5,-0.5017742746036286,11765340.8428312
symmetric_odds_tilt,0.5,3520,"Opticians, dispensing",2,2,0.678790161788179,3058437.1336
symmetric_odds_tilt,0.5,3601,Home health aides,1,1,-0.5779397221127774,28926514.431422133
symmetric_odds_tilt,0.5,3602,Personal care aides,2,2,-0.5779397221127774,83448673.34240004
symmetric_odds_tilt,0.5,3603,Nursing assistants,1,1,-0.5779397221127774,89466578.82671164
symmetric_odds_tilt,0.5,3605,Orderlies and psychiatric aides,1,1,-0.5779397221127774,3342838.17856623
symmetric_odds_tilt,0.5,3610,Occupational therapy assistants and aides,2,2,-0.5779397221127774,2255725.3468
symmetric_odds_tilt,0.5,3620,Physical therapist assistants and aides,2,2,-0.5779397221127774,5440937.6208
symmetric_odds_tilt,0.5,3630,Massage therapists,1,1,-0.5779397221127774,10701530.2645
symmetric_odds_tilt,0.5,3640,Dental assistants,2,2,0.6407074380336045,19472793.1948
symmetric_odds_tilt,0.5,3645,Medical assistants,3,3,-0.5779397221127774,36997485.7696
symmetric_odds_tilt,0.5,3646,Medical transcriptionists,5,5,-0.5779397221127774,2616299.9676999995
symmetric_odds_tilt,0.5,3647,Pharmacy aides,3,3,-0.5779397221127774,2566692.3875
symmetric_odds_tilt,0.5,3648,Veterinary assistants and laboratory animal caretakers,2,2,-0.5779397221127774,3457679.0858
symmetric_odds_tilt,0.5,3649,Phlebotomists,2,2,-0.5779397221127774,7331902.337899999
symmetric_odds_tilt,0.5,3655,Other healthcare support workers,3,2,-0.5779397221127774,11762572.077000001
symmetric_odds_tilt,0.5,3700,First-line supervisors of correctional officers,2,2,0.5264592667698813,3221353.658199999
symmetric_odds_tilt,0.5,3710,First-line supervisors of police and detectives,3,3,0.678790161788179,6366302.0074000005
symmetric_odds_tilt,0.5,3720,First-line supervisors of firefighting and prevention workers,3,3,-0.7683533408856495,3182933.6371999993
symmetric_odds_tilt,0.5,3740,Firefighters,1,1,-0.7683533408856495,21208641.140199997
symmetric_odds_tilt,0.5,3750,Fire inspectors,2,2,-0.7683533408856495,1769156.463
symmetric_odds_tilt,0.5,3801,Bailiffs,1,1,0.5264592667698813,1439928.644536764
symmetric_odds_tilt,0.5,3802,Correctional officers and jailers,2,2,0.5264592667698813,22779605.792963237
symmetric_odds_tilt,0.5,3820,Detectives and criminal investigators,3,3,0.678790161788179,10314652.529599998
symmetric_odds_tilt,0.5,3840,Parking enforcement workers,2,2,-0.9587669596585218,865418.4883999998
symmetric_odds_tilt,0.5,3870,Police officers,3,3,0.678790161788179,50561917.574599996
symmetric_odds_tilt,0.5,3900,Animal control workers,3,3,-0.9587669596585218,740391.4652999999
symmetric_odds_tilt,0.5,3910,Private detectives and investigators,3,3,0.8311210568064767,6339258.635999999
symmetric_odds_tilt,0.5,3930,Security guards and gambling surveillance officers,2,2,0.8311210568064767,53912993.0712
symmetric_odds_tilt,0.5,3940,Crossing guards and flaggers,1,1,-1.149180578431394,2661764.982
symmetric_odds_tilt,0.5,3945,Transportation security screeners,2,2,-1.073015130922245,2895358.6317000003
symmetric_odds_tilt,0.5,3946,School bus monitors,2,2,-0.9587669596585218,826079.9848665436
symmetric_odds_tilt,0.5,3960,Other protective service workers,2,2,-0.9587669596585218,2431390.943633456
symmetric_odds_tilt,0.5,4000,Chefs and head cooks,2,2,-1.3776769209588406,28715281.415599998
symmetric_odds_tilt,0.5,4010,First-line supervisors of food preparation and serving workers,4,4,0.8311210568064767,31066645.895900007
symmetric_odds_tilt,0.5,4030,Food preparation workers,1,1,-1.6442559872408617,43689120.65470001
symmetric_odds_tilt,0.5,4040,Bartenders,2,2,-1.4538423684679895,26681914.7381
symmetric_odds_tilt,0.5,4055,Fast food and counter workers,1,1,-1.4538423684679895,19324497.697600003
symmetric_odds_tilt,0.5,4110,Waiters and waitresses,2,2,-1.1110978546768195,85111104.13659997
symmetric_odds_tilt,0.5,4120,"Food servers, nonrestaurant",1,1,-1.4538423684679895,9377068.067799998
symmetric_odds_tilt,0.5,4130,Dining room and cafeteria attendants and bartender helpers,1,1,-1.4538423684679895,12063657.009399999
symmetric_odds_tilt,0.5,4140,Dishwashers,1,1,-1.4538423684679895,11227479.629300002
symmetric_odds_tilt,0.5,4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",2,2,-1.4538423684679895,7147532.705
symmetric_odds_tilt,0.5,4200,First-line supervisors of housekeeping and janitorial workers,2,2,-0.31136065583075634,22029320.00609999
symmetric_odds_tilt,0.5,4210,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",3,3,-1.149180578431394,17172167.4687
symmetric_odds_tilt,0.5,4230,Maids and housekeeping cleaners,1,1,-0.12094703705788416,89888411.11149998
symmetric_odds_tilt,0.5,4240,Pest control workers,2,2,2.0878509407074333,6735808.069999999
symmetric_odds_tilt,0.5,4251,Landscaping and groundskeeping workers,1,1,0.1456320292241369,68319627.62835579
symmetric_odds_tilt,0.5,4252,Tree trimmers and pruners,1,1,0.1456320292241369,6722207.680989202
symmetric_odds_tilt,0.5,4330,Supervisors of personal care and service workers,3,3,-1.149180578431394,14788468.58864522
symmetric_odds_tilt,0.5,4340,Animal trainers,1,1,-1.4538423684679895,3549251.772
symmetric_odds_tilt,0.5,4350,Animal caretakers,2,2,-1.4538423684679895,15199659.8462
symmetric_odds_tilt,0.5,4420,"Ushers, lobby attendants, and ticket takers",1,1,-0.04478158954873528,1066151.4686
symmetric_odds_tilt,0.5,4461,"Embalmers, crematory operators and funeral attendants",2,2,-0.9206842359039473,962340.3928115
symmetric_odds_tilt,0.5,4465,"Morticians, undertakers, and funeral arrangers",2,2,-1.6442559872408617,1849648.0140999998
symmetric_odds_tilt,0.5,4500,Barbers,2,2,-1.682338710995436,7598023.783399999
symmetric_odds_tilt,0.5,4510,"Hairdressers, hairstylists, and cosmetologists",1,1,-1.149180578431394,47280335.9524
symmetric_odds_tilt,0.5,4521,Manicurists and pedicurists,1,1,-1.149180578431394,17431969.471041705
symmetric_odds_tilt,0.5,4522,Skincare specialists,2,2,-1.149180578431394,6117735.768785853
symmetric_odds_tilt,0.5,4525,Other personal appearance workers,1,1,-1.149180578431394,1990384.3267738302
symmetric_odds_tilt,0.5,4530,"Baggage porters, bellhops, and concierges",3,3,1.7451064269162633,4925927.4545
symmetric_odds_tilt,0.5,4540,Tour and travel guides,2,2,-0.6921878933765007,2639680.6559
symmetric_odds_tilt,0.5,4600,Childcare workers,1,1,-0.2732779320761819,59843982.15489999
symmetric_odds_tilt,0.5,4621,Exercise trainers and group fitness instructors,1,1,-1.073015130922245,11992788.903877547
symmetric_odds_tilt,0.5,4622,Recreation workers,2,2,-1.073015130922245,12265039.049522448
symmetric_odds_tilt,0.5,4640,Residential advisors,2,2,-0.2732779320761819,1728385.4297
symmetric_odds_tilt,0.5,4700,First-Line supervisors of retail sales workers,4,4,-0.6541051696219263,205184637.7085
symmetric_odds_tilt,0.5,4710,First-Line supervisors of non-retail sales workers,4,4,-0.6541051696219263,79023411.9907
symmetric_odds_tilt,0.5,4720,Cashiers,2,2,0.7549556092973279,121085522.78570001
symmetric_odds_tilt,0.5,4740,Counter and rental clerks,4,4,-1.6442559872408617,5444520.417300001
symmetric_odds_tilt,0.5,4750,Parts salespersons,3,3,-1.6442559872408617,7330557.4995
symmetric_odds_tilt,0.5,4760,Retail salespersons,3,3,-1.6442559872408617,157239706.65269998
symmetric_odds_tilt,0.5,4800,Advertising sales agents,5,5,-1.491925092222564,11431812.2164
symmetric_odds_tilt,0.5,4810,Insurance sales agents,5,5,-1.1872633021859684,38929547.266899996
symmetric_odds_tilt,0.5,4820,"Securities, commodities, and financial services sales agents",5,5,-0.9587669596585218,15728230.908499997
symmetric_odds_tilt,0.5,4830,Travel agents,5,5,-1.149180578431394,4257977.2046
symmetric_odds_tilt,0.5,4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",5,5,-1.6442559872408617,36989129.9823
symmetric_odds_tilt,0.5,4850,"Sales representatives, wholesale and manufacturing",5,5,-1.3015114734496918,81013274.6902
symmetric_odds_tilt,0.5,4900,"Models, demonstrators, and product promoters",1,1,-1.5300078159771384,2176822.9495
symmetric_odds_tilt,0.5,4920,Real estate brokers and sales agents,3,3,0.5645419905244558,66086604.5636
symmetric_odds_tilt,0.5,4930,Sales engineers,4,4,-1.073015130922245,2534527.4445
symmetric_odds_tilt,0.5,4940,Telemarketers,5,5,-1.3015114734496918,2872276.8924
symmetric_odds_tilt,0.5,4950,"Door-to-door sales workers, news and street vendors, and related workers",2,2,-0.23519520832160748,7511089.5027
symmetric_odds_tilt,0.5,5000,First-Line supervisors of office and administrative support workers,4,4,-1.415759644713415,87747864.02699998
symmetric_odds_tilt,0.5,5010,"Switchboard operators, including answering service",5,5,1.4404446368796677,1028889.8331999998
symmetric_odds_tilt,0.5,5020,Telephone operators,5,5,1.4404446368796677,1886566.3945
symmetric_odds_tilt,0.5,5100,Bill and account collectors,5,5,-1.6442559872408617,7326540.5737000005
symmetric_odds_tilt,0.5,5110,Billing and posting clerks,5,5,-1.2253460259405429,30988127.917200003
