analysis_status,specification,occ_code,occupation,headline_information,headline_information_share,headline_information_rank
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3601,Home health aides,154995.3295607775,0.005758196354786987,44
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3602,Personal care aides,638.5087099164766,2.3721092347489666e-05,262
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3603,Nursing assistants,635077.220013109,0.023593609843926153,9
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3605,Orderlies and psychiatric aides,42320.43836921924,0.0015722370128260477,104
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3610,Occupational therapy assistants and aides,16.281112684944617,6.048559268204443e-07,422
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3620,Physical therapist assistants and aides,76.20773380492068,2.831176244120308e-06,360
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3630,Massage therapists,33689.757260239865,0.001251600535314856,111
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3640,Dental assistants,678.5181916615992,2.5207475534612363e-05,261
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3645,Medical assistants,318.5072776884276,1.1832791675438604e-05,293
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3646,Medical transcriptionists,70292.84113671778,0.00261143340736827,74
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3647,Pharmacy aides,24.324490123644296,9.036736188047372e-07,406
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3648,Veterinary assistants and laboratory animal caretakers,72.46518538947547,2.692137676284107e-06,365
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3649,Phlebotomists,82.9481059794673,3.0815862828961065e-06,355
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3655,Other healthcare support workers,73.02243505459812,2.7128399322779387e-06,364
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3700,First-line supervisors of correctional officers,17.41653092244202,6.470375923896157e-07,421
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3710,First-line supervisors of police and detectives,13.255012740245418,4.924339737192361e-07,428
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3720,First-line supervisors of firefighting and prevention workers,2.428712644801901,9.022855293610318e-08,460
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3740,Firefighters,106820.67733110835,0.003968470769841303,60
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3750,Fire inspectors,20.767879331451148,7.715427774623724e-07,412
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3801,Bailiffs,5420.871367791214,0.00020138956340322864,202
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3802,Correctional officers and jailers,329.5881052057196,1.2244452986775563e-05,287
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3820,Detectives and criminal investigators,84.19737244368281,3.1279974981294186e-06,353
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3840,Parking enforcement workers,12.377894370453697,4.598483479848109e-07,431
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3870,Police officers,978.3445099800923,3.6346255123024175e-05,244
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3900,Animal control workers,11.042060562515342,4.1022108898759294e-07,432
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3910,Private detectives and investigators,155.9356583866563,5.79313029784721e-06,333
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3930,Security guards and gambling surveillance officers,2410.6534088231174,8.955763835385125e-05,225
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3940,Crossing guards and flaggers,6280.545548035138,0.0002333271240059433,194
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3945,Transportation security screeners,95.66800126652281,3.5541402294101826e-06,347
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3946,School bus monitors,22.378158731478543,8.313659024410539e-07,411
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,3960,Other protective service workers,187.18512595013698,6.954072183792937e-06,327
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4000,Chefs and head cooks,1384.0883519021718,5.141995262186942e-05,236
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4010,First-line supervisors of food preparation and serving workers,792.3627117326812,2.9436887493949662e-05,252
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4020,Cooks,1004433.1773540447,0.03731546929095842,3
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4030,Food preparation workers,548001.3056284459,0.020358672286643825,11
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4040,Bartenders,2748.1845619487904,0.00010209718171340246,218
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4055,Fast food and counter workers,432911.4076290151,0.01608299357418776,18
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4110,Waiters and waitresses,6336.720153314092,0.00023541405403322538,192
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4120,"Food servers, nonrestaurant",115220.00502881894,0.00428051228921272,59
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4130,Dining room and cafeteria attendants and bartender helpers,137808.0778964492,0.0051196766641434435,48
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4140,Dishwashers,122117.38475140261,0.0045367552798157955,55
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",1177.23050202861,4.373502353093222e-05,242
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4200,First-line supervisors of housekeeping and janitorial workers,12.766959738734824,4.7430242729003125e-07,429
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4210,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",316.3505693100316,1.1752668291346897e-05,297
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4220,Janitors and building cleaners,463062.75133161485,0.017203139309496254,13
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4230,Maids and housekeeping cleaners,315508.04017505044,0.01172136768243437,24
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4240,Pest control workers,1328.32955506573,4.934847019978128e-05,238
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4251,Landscaping and groundskeeping workers,388491.1267629139,0.014432745788744003,21
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4252,Tree trimmers and pruners,39180.35048651496,0.0014555803196783454,107
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4255,Other grounds maintenance workers,10997.19006977082,0.00040855411548270623,163
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4330,Supervisors of personal care and service workers,244.9476304809031,9.099993896240412e-06,309
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4340,Animal trainers,34990.16822751834,0.0012999118083882276,110
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4350,Animal caretakers,2060.650127365083,7.655474578175697e-05,227
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4420,"Ushers, lobby attendants, and ticket takers",2.5767016544341685,9.572645908739085e-08,459
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4435,Other entertainment attendants and related workers,779.8870521536501,2.8973407092862023e-05,253
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4461,"Embalmers, crematory operators and funeral attendants",17.598903686118728,6.538128815934355e-07,419
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4465,"Morticians, undertakers, and funeral arrangers",156.61185869809768,5.818251662339168e-06,332
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4500,Barbers,632.702009333322,2.3505368930364705e-05,263
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4510,"Hairdressers, hairstylists, and cosmetologists",311598.25298469386,0.011576116064780458,25
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4521,Manicurists and pedicurists,93302.12528127898,0.003466246106969757,64
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4522,Skincare specialists,289.5901078957276,1.0758496455299157e-05,301
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4525,Other personal appearance workers,14340.736657672174,0.0005327694568679739,158
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4530,"Baggage porters, bellhops, and concierges",925.2532757800229,3.437387471576741e-05,246
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4540,Tour and travel guides,32.44526814614714,1.2053668023330449e-06,398
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4600,Childcare workers,497793.23876491643,0.018493403775561943,12
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4621,Exercise trainers and group fitness instructors,120276.54310476588,0.004468366589076265,57
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4622,Recreation workers,429.9813707024355,1.597414043649753e-05,277
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4640,Residential advisors,4.069818267299305,1.511968959182024e-07,454
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4700,First-Line supervisors of retail sales workers,3491.489022746817,0.00012971151724720816,212
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4710,First-Line supervisors of non-retail sales workers,338192.6623628961,0.012564118939274999,23
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4720,Cashiers,6426.046919451722,0.00023873261247376804,190
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4740,Counter and rental clerks,762.6489009912265,2.8332996446502434e-05,255
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4750,Parts salespersons,553.6764004250053,2.0569506447022864e-05,269
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4760,Retail salespersons,17129.698225790613,0.0006363815358944152,147
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4800,Advertising sales agents,88265.0366577187,0.003279114369303104,65
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4810,Insurance sales agents,277899.38222465344,0.010324176955900323,26
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4820,"Securities, commodities, and financial services sales agents",128153.9529800184,0.0047610184577318,50
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4830,Travel agents,22315.004724049675,0.0008290196822265635,137
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",349735.92144972726,0.01299295994102976,22
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4850,"Sales representatives, wholesale and manufacturing",440915.5116401616,0.016380352227967368,16
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4900,"Models, demonstrators, and product promoters",23034.049429870825,0.0008557327491023282,134
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4920,Real estate brokers and sales agents,215.976766336764,8.023703889421873e-06,321
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4930,Sales engineers,104.66753454964702,3.888479850433083e-06,345
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4940,Telemarketers,33236.19177792623,0.0012347502268938435,115
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,4950,"Door-to-door sales workers, news and street vendors, and related workers",6.308264025016728,2.343568868611721e-07,444
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5000,First-Line supervisors of office and administrative support workers,3318.5059540848224,0.0001232850624744611,213
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5010,"Switchboard operators, including answering service",13230.08940388141,0.0004915080524994997,161
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5020,Telephone operators,25408.77455157039,0.0009439556238053337,128
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5100,Bill and account collectors,56769.1811597981,0.0021090189810552364,83
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5110,Billing and posting clerks,192235.9534632781,0.007141714331832131,37
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5120,"Bookkeeping, accounting, and auditing clerks",452427.20880526805,0.016808020679922465,15
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5130,Gambling cage workers,0.019480726324714502,7.237240478758285e-10,473
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5140,Payroll and timekeeping clerks,48540.98280622375,0.0018033350491569054,97
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5150,Procurement clerks,16925.613441294736,0.000628799628326737,150
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5160,Tellers,276915.5630865754,0.0102876273141098,27
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5200,Brokerage clerks,0.014441070772918228,5.364969468401414e-10,474
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5220,"Court, municipal, and license clerks",38150.17519555368,0.0014173085109598848,108
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5230,"Credit authorizers, checkers, and clerks",19588.196401982143,0.0007277166443555086,142
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5240,Customer service representatives,2290842.0753594628,0.08510655466270003,1
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5250,"Eligibility interviewers, government programs",15411.100742710176,0.0005725343103653428,155
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5260,File clerks,73809.18050615482,0.002742068134212389,71
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5300,"Hotel, motel, and resort desk clerks",1354.34480042527,5.0314956683101106e-05,237
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5310,"Interviewers, except eligibility and loan",122805.15239036939,0.004562306379470615,54
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5320,"Library assistants, clerical",59364.91591574448,0.0022054525345825597,80
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5330,Loan interviewers and clerks,55938.12627040329,0.0020781446492395507,85
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5340,New accounts clerks,6419.968324050343,0.00023850678795388325,191
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5350,Order clerks,76786.82875869288,0.0028526900694809555,69
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5360,"Human resources assistants, except payroll and timekeeping",61330.62083192642,0.0022784799923454553,78
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5400,Receptionists and information clerks,3028.3591101532866,0.00011250588284489434,215
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5410,Reservation and transportation ticket agents and travel clerks,496.87466185573345,1.845927793302825e-05,274
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5500,Cargo and freight agents,58.20245711573777,2.1622662912050525e-06,375
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5510,Couriers and messengers,462.83229483091696,1.719457767227779e-05,275
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5521,Public safety telecommunicators,74908.99962350691,0.0027829272649385088,70
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5522,"Dispatchers, except police, fire, and ambulance",155864.30124529105,0.005790479324863302,42
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5530,"Meter readers, utilities",1.6609750013644142,6.170650577247565e-08,465
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5540,Postal service clerks,93.83466454764655,3.4860303525406935e-06,349
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5550,Postal service mail carriers,883.289861223031,3.281490141366069e-05,249
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5600,"Production, planning, and expediting clerks",151756.8378898109,0.005637883884807332,46
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5610,"Shipping, receiving, and inventory clerks",1936.5105848308467,7.194286577652581e-05,228
POST-OUTCOME SUPPLEMENTARY ANALYSIS — NOT PART OF CONFIRMATORY YAX v1.1,dv_rating_beta__RuleB__webb_pct_software__q5_q1,5630,"Weighers, measurers, checkers, and samplers, recordkeeping",724.3436870141765,2.6909928124914755e-05,259
